order_id,customer_id,order_date,product_id,quantity,price_per_unit
fb7729d8-5128-40eb-8a73-6dfea5f902f5,c585588c-0cf0-4297-bd94-f53407a21534,2023-08-28,fd83e1bc-5cd9-4a61-bdb9-a2ce83fcfccb,6,11.73
573796a2-3a45-41ed-94be-9de11414ecb7,0a24744a-b5b6-4074-ae85-e1cc64030dcb,2023-10-14,eeef65dd-59c1-446c-ac16-c2a7ef4ed969,8,25.35
b0287f2e-473f-449c-91a5-2bede14171c6,b2dc705e-20d1-4c5e-b4e9-4fa027c76a59,2024-01-12,d40aadbb-53cd-4876-807d-ef7f5b6f4a6e,10,59.74
23eee915-c765-461e-b841-430e18bb2470,0521b8fe-8ca3-418d-89b1-bb9aafae8ee3,2024-04-06,6130655c-339d-44f5-8b9d-aa52a1a67d30,8,81.71
f3ce826b-7f0d-4100-93bf-c9455be0177e,1a7dddf0-e83e-4d76-9ffd-406a7966a4a1,2022-10-20,c34be9ac-714d-4621-9853-cac95123c58c,2,67.6
49c335ff-ee88-4d63-9656-eaf586ed865c,35c4cd10-565b-4466-b74f-fabbb4a0c672,2024-01-06,0663a5c5-0e9c-4de0-afef-9af08bbbff6b,7,49.37
6671a5d6-b2e4-4d2c-a0b0-be07af90c295,6a223de8-a8df-44a4-a3b1-9b18ebf06b35,2023-10-16,5de465a5-f604-45a2-87eb-bc66b0aa24a1,2,10.76
a09f0eb7-006b-4a2b-9ace-7d1e0cd8ea3d,949bc102-53d6-45bc-b129-605f1da9e93e,2023-09-18,b2c2b1ae-121f-458c-9458-a23ec578f978,2,28.62
5898c7b1-b72b-44f6-a084-1576523baa17,cb18d2bf-3624-4d17-a5fd-b9e07bd6aa4f,2022-11-30,90a57e9f-9f01-4504-b67d-159167c5827d,8,18.32
36c777a7-c0ee-4f30-9691-36ef07b0ba7a,c608a958-66fe-40b7-91f8-0c0a72798cae,2023-10-23,49df0dd1-51cc-48d5-bd37-78a5cb7c2842,8,28.73
aecd62e8-d956-4fcf-be69-1f48c44a158c,2c2f7b87-7ddf-4782-9578-31b4f40a8796,2022-09-27,5b4598a6-3ede-4f8e-823a-da7d5c47929a,8,81.76
fcf10880-9561-47dc-8209-483e32f6caeb,29e9ae95-7d53-4847-b321-ab6efbea9f5f,2022-12-06,c53edc9a-a7bc-4c8a-b727-ddad9e639ec0,2,9.81
6c5c5257-26a8-4002-97ae-cebe58e9060c,eb63fba5-186d-4013-af05-0f857d0658b3,2023-03-01,d980ed99-656f-45d0-864a-ba8b9cd25740,1,97.05
a54832df-f041-4a33-aca0-a85daf1b0794,07b943af-45a5-40e7-8d5d-5a52faab2555,2024-09-01,f18a97d7-1d0e-4e70-a13d-9223421390cd,4,20.8
7bb84327-0ba6-4786-a3b8-ae6d81d5cffc,74daffaf-eae2-49ce-88f7-f2a55b5f6c83,2022-10-23,a3ced565-0e1e-4d46-8390-a88c02c12965,4,87.14
221a714b-370f-43f2-a05c-2a52bd84eaae,b9a26de1-237a-450f-b996-66f734d49185,2023-10-24,01982f59-136f-4dd2-aa32-3183dacef890,3,41.0
7c8c670a-a1ec-4951-be54-16ff605d6bc2,a09b3fcd-39cd-4c39-9548-2cc084b26fbf,2023-10-16,9292e769-f786-49d8-8709-65601404f416,5,93.02
6f6ed3e5-c53b-4ab9-995c-313df99f4491,d8d3fa1a-88cc-4fce-9c68-44b48b1fb15c,2023-12-09,c7bf20c3-21cc-4786-bb81-7671ef8e500b,5,45.19
37fac28a-9452-4d75-aed4-c741c1c840ad,6d71da9a-62f9-4c38-884d-a5b06b15986f,2024-08-18,bfdfac58-093e-4587-9062-69b42454a642,9,67.88
b9efb361-6884-49ab-a46d-a26a7f38666f,e725ce08-5d48-423c-8add-22521b8998ad,2024-09-15,6307aace-4d19-4e6e-bdbf-e5e824276768,4,33.19
542c5b95-78ed-436b-baa4-21657d64e2ad,6f2b32c7-7b43-438f-b6be-ee0490aa08bd,2023-01-30,9aec57e1-255d-4fd6-bda0-b3eafc194ee8,10,74.9
0d0c9bdd-ccf5-49d6-859d-9eed4b7477f0,14862cc8-cfab-4b9e-837e-05e2f2871357,2023-06-12,d899fe51-0744-4ad0-a16f-557f4ef273dd,6,10.43
88906c73-ecb5-4f40-af3b-941e34959ab8,8e45d83a-d4e7-4f40-8d13-ac5666dbaeea,2024-02-03,0b3f29b2-b3d2-4506-a205-74225e3bb43e,9,92.34
480fdc50-a249-4d14-b31f-9c1b519a77ae,641c38c2-c1a2-44aa-af25-1101432251f5,2023-12-12,2fd3108c-8d0a-42b8-bcca-7b802273a6af,1,96.27
cc868020-7d18-4ed0-b32a-d9b171d02dca,1e461ff8-b593-4fa7-b691-c564f40a4fbf,2024-02-13,411fcf10-5dc0-4ee3-bc41-57e77f96c0aa,3,11.51
4df60815-07af-4620-8d6f-1e4e0fae72fe,ea46e55e-f8c4-453f-b2bb-d589923e2fd6,2024-08-01,b51457e1-ce2c-4036-a9e9-956b0211542c,4,43.36
29ad9f2a-f0d6-4d60-971c-13e49c8f922d,8045e3bb-efb5-4bd3-953d-99756bbf0b82,2022-11-11,5ff6fa3e-5c9f-4b6c-8e87-1e1a83c997be,10,28.39
9da7e449-72ec-42fd-bea0-cba3ad6ac56b,28719c96-5ab5-40c5-a2a8-a91d7fbf162a,2022-12-25,a90b1608-4843-4791-8338-ed03bd02152c,10,12.79
cda32cb4-fb2d-4e45-9538-4214984d69cf,e1035f4f-fc7e-464e-8986-447e4119f6e0,2023-03-04,0b4fd66f-ba1b-4ecf-a10e-5b52aaeec3a5,10,54.66
79f711f0-6c33-4270-9a9e-d96959c57d80,861bad15-ce02-4150-b79d-efe0bf080457,2024-06-22,050081e7-ea19-4195-9563-9833bc1da07c,4,68.62
9e01d2c2-6897-414c-aedb-9ad28a5cb463,72baad8d-aea8-4cff-9ee1-91e210f60731,2022-11-19,f43870de-18e7-4db4-af9e-ac6f4beb5f8c,5,42.6
0791e451-ae3b-43ef-a95f-a8e55d81c2e3,1f45e7f1-6ac5-4af0-9f40-670eae858c70,2023-03-29,4153bd90-d553-4e75-9553-f5d8e7f5d7de,5,48.44
77a4cb07-e5ff-4c7d-a760-bb386f5726fd,9eed095d-d119-4387-ab9b-d4001f89e2c8,2023-02-05,225a2a7a-e3e2-4551-8cee-185d1a7aa670,2,5.88
f2e50167-1b76-4e3b-bd99-ae0a1a54dc3c,8e3c3d15-5696-4323-a84c-32f67494ae8b,2023-05-18,68dc61cb-8f13-448d-964e-15c80e5370a6,10,99.63
3c728f13-7da2-44f3-ac44-43a8644de5de,aa5f9d3d-526b-4f6f-928b-ecb912befdf8,2022-09-17,a70aa322-d757-45fd-870b-c0b9bbc22d6e,4,53.06
0b3f37c7-aa71-4e17-9b4e-3f0d7c381961,f80c7cd2-5f2e-422e-ace8-735b6659fc24,2022-10-12,75a3222c-27c6-4f0d-96df-47e73f1d860c,6,88.68
130f7082-2169-4eac-a68a-cfb4632d52b0,21a9f0f1-8f31-4613-b283-f8ffd853e693,2023-07-18,a5842ab3-c330-4d57-b1af-5c3b3173809e,6,32.07
0af01791-2b60-408d-855e-b03667ea8bf0,8df2a633-64ce-469c-a156-c4cba0871402,2023-11-01,be392e47-ff5f-4e49-86c3-c76854c88ce6,9,71.84
376d8676-64d6-43d1-9114-7da82c02f10d,ffc5e0c7-0f21-4fb2-8ddc-482d9e725e21,2022-11-08,710a86c8-b7b8-4e0c-ba08-376642e87eac,9,5.74
3fe16a7b-f46f-4e98-b937-5ab5312566c5,57fd334d-d7b0-4fed-9938-3dc8aba930e7,2023-08-19,e32bce90-14f5-4952-8d8a-c8a9059a446a,5,93.52
49d83c7c-e6d3-48e7-bf5c-4defcb402654,0679ca81-81d6-45e2-8fea-3f4518ff5fbd,2024-05-22,9923f35f-b535-44f9-89b3-57fc6c3db5d0,3,30.12
12c6ab7e-5293-43cf-8f68-a15d8bd31106,cf34f5c4-1cc5-4f74-ba3d-0c0b67826f32,2023-06-16,8c34e4e2-37c2-4b1c-beea-5d0ac624c420,9,19.77
c977567a-b901-4c38-8d2a-603f984f67cf,9f0cb78c-1014-4356-b1ee-1bd3b4f522fa,2023-12-12,b9b9269b-f176-4f3c-886f-2cca97826f0c,4,73.17
3908779f-acaf-448e-9976-0afadd0299c6,cad99393-41b3-4f42-89d0-be1f173f2790,2022-09-30,f2ecb515-01fa-4f66-9786-a68067539070,5,53.01
f7ab74b1-e26d-4506-bd01-b89c901c1e2d,cf6131cc-6747-456f-b81e-60ac853804eb,2023-02-21,c35ec313-e1b1-49c7-a13d-b69d67a9e961,1,13.77
aa84e21f-7b19-4ffe-8cbe-774adb02cfb0,6b654da9-aa84-4f2f-989f-19eeafba632a,2024-05-24,767abb91-a3cd-48f4-90c6-cb1c847f9c42,5,9.19
9b628263-cc93-4aa5-8824-9730d4b57c2f,3bdaf864-26db-4a76-a300-d7c35f2a1034,2024-04-08,70ff5740-9648-40cc-b509-0d049b5e879b,3,65.53
7151d8b2-849f-45bf-9288-5dd073365402,d27bf6c8-4d3c-4dc1-bde1-fecf3a59863d,2024-04-01,4443f974-a677-4ac2-84ba-0982d25d4f04,8,57.41
cb72e43c-ab10-4d95-9f60-a6d8d21ebfb4,289eeb8f-eecb-429c-8f56-46fa89480c83,2022-10-16,754950f4-b904-46c6-98c3-6b8fae1da810,1,15.63
7f323b36-ca1c-4601-bbc6-bdf9bf40554e,ca03fdbd-ddb7-4150-8739-87abe01e41ea,2023-10-07,83f0a9ff-52c3-4e54-a225-4b107cde809e,3,56.83
e9fe9cd4-3339-45f4-80fc-efc2be29024c,84991350-2976-47ef-a406-0dd9826d12ce,2024-07-18,0ae1ff31-e5dc-453d-b088-3ad907308310,10,57.49
e5c99852-f32c-4d7d-b58d-0f98ac601ae8,ba84edbd-3823-4846-9513-ffe38df31427,2023-12-24,b67ed83f-db02-4f98-a1a7-4eff475db418,1,34.28
615fe2ef-fa70-4937-8868-7bd527149487,a3c14d85-7c82-4f0b-bbc0-d52e2d5b09cb,2023-09-17,d0bf967a-7048-4b09-ab0b-6e4f3defc3ca,1,90.4
3b572278-adac-46c4-bf48-493cdd6076a9,f85b92cb-5eea-4efa-a469-7e2e2e7f219b,2022-10-05,e48e8a60-546d-49bc-8cd7-14dcd2126626,4,68.36
4ef50a5e-0524-4066-81cb-1ba2ed614300,b5766df0-9151-4d4b-b61d-45e5d191e276,2023-12-04,f01aaf3f-b7cf-4061-9e58-27dbf780441c,9,88.99
83504546-f5b4-43da-b4d8-6384e6e688e7,b2d338ca-71f5-483b-a8cd-e0e8a22419f3,2023-08-13,7734dadc-40d8-4529-b3fc-5e4df63da32e,10,76.2
d424242b-b5d7-45be-9f67-1c24a4789aff,975108a3-1db7-4d7b-b935-1df25650fef0,2023-11-27,853f1762-67b7-4a20-a194-92b3d6e77511,4,87.14
1e79e56f-121d-40da-b897-da04b6efe905,1dcd5d45-8e51-4d87-9a79-88291808dee9,2023-07-11,1496fc5b-2432-427c-a07c-628789ea9eea,3,88.73
407f577a-4da7-45fc-8e19-9cde2d8b0d79,7f1cda0c-e0bf-48b2-bd02-9658817520d3,2023-11-23,31ee7560-122c-45ed-acc8-52524105ebd2,4,30.35
2bb42747-a9cf-4301-8f57-f5c25f8d09a8,32b5e774-19a5-46ab-a716-d0d42fa7aa4c,2023-03-14,81647fe0-3748-4aa8-8c6a-da3e951f9fdb,2,
b4ec98c8-7e7a-4f42-891f-6aa8287ad685,eb1dc613-8ab3-49c3-a5a5-8c628fc7bedd,2023-01-02,2349a64f-650c-42c8-ab7e-ec75087dbd47,8,38.22
83bcbb05-5c7e-4bcd-b258-e3cb74b937da,ef27a938-2140-418f-95a7-e8ee29e6816f,2024-06-05,42d3a78b-c5e6-4856-b8ed-f64d19d26f76,4,26.18
d7c25f6e-c899-4a87-9f41-db4e50fca015,2af9bf71-e220-4838-9e38-740fd0baf4f7,2023-01-16,43bbdd02-aa04-466f-ba05-9847d9ae1cbc,7,36.18
4ae3ed5c-e694-43e9-8468-4d9ef07cc837,9f36086c-c5d9-48ab-8b1b-f54d4dcee9dc,2023-03-27,c0bbf7db-5e84-4141-b1b9-71cf1bf8d3c8,5,38.36
0a448fd7-606e-4f97-9d49-f011f1cb37bc,9f7096ac-302b-444a-9b5a-8e9c7441e4a2,2023-07-04,054de9a1-c5c1-403c-9e89-8faf62810f53,9,
99e77e82-e516-4fdb-8def-18c72da6b44d,4905feb5-d3d6-47ac-aed9-2c458f164324,2023-11-19,f9311151-c258-4d5f-8c16-ec42b5b3a136,10,96.44
293231ab-b758-42dd-bdbf-0364059a41f7,e5047d6b-e6e2-4d92-bfb8-f32b4a09e9c6,2023-11-21,21208ac4-6d00-4cfc-a1af-0cd8ffaafdbd,2,61.67
dcf538df-b969-4f14-9427-2e573e862c90,806d7096-70b7-4309-937a-167db59931fc,2023-10-15,56f1dd62-851f-4a13-9624-f7e283883f39,6,46.46
5e1de5eb-0307-4f2f-ac15-5f1bb20b211b,3aa601de-9677-4358-b2e5-600bd7ef3db4,2024-05-11,d59463cc-e1b7-4966-9aa8-97db9c4ea92c,2,41.59
9dd7e25e-168d-4ceb-8ee9-4c0e492d3c4c,6a5c42ae-2d91-4adb-a433-270db500411d,2023-02-27,6d354007-fa81-4d63-918f-5133da78edf8,5,9.22
6b0a39ec-5afb-4c73-87b0-a6ba27c80cbc,4e430de7-9456-4b6a-a8e1-d0802ecf1cf3,2024-04-01,052e16d5-056f-483c-919b-e7ff8c7fe1e5,9,92.93
86c33abf-2e77-4910-b891-f4113a8fb3f9,4bad351d-739b-49a6-a339-526d25a9fb8b,2022-12-19,8310d86b-c7b7-4bc6-a188-155ffcf63893,4,39.6
63feaccc-841a-452b-8430-6ceee5f96925,38e30134-34f8-4deb-9493-26d85c3c650b,2024-06-28,43ecc7a0-1d4a-4597-aa00-68d8384ca502,6,64.2
8dd9626e-3f42-4031-96b4-cae0f2348d00,c2824eea-25d8-4596-85fa-03db3dccf645,2024-07-05,9287343c-cdfe-47f1-9f9b-bf5e84f9de08,2,73.38
50208a5a-3efb-4abc-b33e-58d8d76b1c77,58275500-b6cd-467d-9435-5b84f75582ad,2023-08-03,a6c01525-7ef6-4622-bdf5-3fdb8729df00,5,68.35
4768b19e-256d-46d8-b609-81f99f1c59b9,58bf2255-6e8c-4584-a420-cb19c3fe2244,2024-02-27,ba74bfd8-7d77-40ed-b694-b31a2bad5189,5,57.67
782242cf-4459-4bf0-9357-c0dc50a9155f,114f0c2e-0b4b-43f7-8002-bd6c06317f99,2022-11-28,5a39f330-4571-4826-b23c-12c0999d9aef,7,69.35
a778732e-105e-48f0-8847-7e0b893ad5f3,8b0a5963-132d-4b8c-8426-da520046b789,2023-08-22,b046843e-0680-4cb5-b56c-f1c345ad150e,10,59.06
a787d08e-691b-4923-b10d-193ae6623f4c,5254637c-ff8c-4096-9d8b-f88e209f0d19,2024-07-03,3854713d-a9d8-49a8-8295-9fca5c0e2893,1,33.87
9123f888-5ca3-48f6-b607-fb19d5e8f5e8,4b9e40de-943c-4e43-aaf9-93cde6a92ef5,2023-10-30,f559f9e9-2c09-4d26-a595-184ff71ec587,10,62.63
f402e71d-4cb1-4fff-94a2-8841dbec81f6,2a786925-9ff0-4846-85e6-beebcf07158d,2023-09-22,0ad3bca3-1de1-4bb1-9f8f-e81edc958b1e,8,47.01
c481c2f2-0d35-4bf2-bd62-f4484eaeaed7,f3044b1d-cdab-40ef-a1ab-0869029e38d8,2023-09-20,9c64be75-5316-43a3-a084-15dc26ef9ea4,8,80.4
986ab79b-6539-4828-a941-7c6439540911,5f0a8513-dbff-436f-9651-39e59fcf27bb,2023-06-19,3fc25722-1e0c-4b64-a0ce-52b04a82671c,3,67.59
69b9469e-0176-4143-9cac-41f57b86e33d,ad03d527-cc70-47c7-b4a0-6891ef2f0f64,2023-11-30,84b40b8c-4832-4fdb-9c7d-e03111778167,10,36.84
d33319d6-65c8-410b-9d3a-aa3084e811d8,129d4641-e6dd-405a-9a9b-2853dddd62d4,2023-08-27,7d727f21-ec35-48e5-8053-82975af09562,4,68.92
ebdf6e1a-9f11-4ece-b1b6-a2cd5baac339,17f9ad43-5920-4c01-adf1-d0c54aa347eb,2024-03-20,8159a66c-3a47-4e65-b7db-c51d975f1af4,4,19.0
7118fc1a-29c0-45d1-bc4d-14ecf4e9cb76,a6c2548f-8a6f-4267-8809-f6b05ede6148,2022-11-23,853113c6-b182-4627-9d57-16cdcaec43a8,10,23.47
86681089-8bb7-45cd-af7f-7ea61b2422b8,36ecf96b-94bb-46b5-89b7-f6fe104b0291,2023-07-23,9573fb76-8f70-4226-88ae-cac6c09439b5,8,42.97
7089e424-8e75-486f-8379-96c613c68eef,655fc484-22ec-4096-9cea-65a248e6491c,2024-07-10,eef19336-002c-4fd1-a342-a0336a4ea046,1,89.8
7f304ffa-f14c-415d-b7a3-831867bb3024,cb3a4db8-9154-4c2a-8e35-7d2ff769c7da,2024-05-26,fa77c7fb-6419-4f14-b07f-542c6fb6a5a8,2,78.95
504f059f-0e5d-4ea5-b9b4-8025616f9a6b,53d6e7ce-7a7e-40f5-ba8c-45561093e4c1,2023-03-16,ef804893-76a8-49cc-80a0-b56d54c255d8,9,49.13
b19e0763-b524-43d9-9d03-a61b94e958ab,9d9b3bea-8353-411d-8bd2-8bbba563a688,2024-05-09,27c7c998-6de6-452c-91ef-531d7e6bba44,2,48.36
